postalCode,Shape_Area,geometry,count,normalized_by_area_count,log_normalized_by_area_count
11366,20358592.7502,"POLYGON ((-8212050.723179077 4944971.744305281, -8212606.2755859615 4944839.254344405, -8213306.7551655825 4944586.528539207, -8214585.282605902 4944044.152461253, -8216384.783975402 4943235.230574043, -8216561.281848548 4943894.857898138, -8216567.867038317 4944223.645407509, -8216590.283198049 4944297.543410447, -8215424.413204719 4944473.1822483, -8214080.95665864 4944904.3681985, -8213098.934677538 4945337.863940776, -8212357.3546532495 4945629.804885992, -8212236.374125018 4945328.478517946, -8212050.723179077 4944971.744305281))",137.0,6.729345278477273,1.9064778548941153
11423,45095032.1013,"POLYGON ((-8212050.723179077 4944971.744305281, -8211522.583388861 4944003.410954671, -8211417.85287582 4943896.80849694, -8211081.423591847 4943674.3990649935, -8210925.291362638 4943505.584262064, -8210236.483403605 4942308.296726334, -8210086.251725918 4941831.47362522, -8211433.037804617 4941405.938531639, -8211743.206421698 4941293.110317107, -8211732.790685975 4941245.745406694, -8212504.219296547 4941066.452677639, -8212686.7990131425 4941108.44084771, -8212793.776390945 4941452.898652436, -8212941.476447406 4941405.286739512, -8212972.193613635 4941499.920591636, -8213082.209705589 4941465.111309756, -8213350.483094895 4942244.520942833, -8212436.396168769 4942534.205693376, -8212797.477546996 4943519.907234796, -8212892.566035448 4943646.131481154, -8213077.001997022 4944037.949437026, -8213281.221603554 4944596.188194407, -8212606.2755859615 4944839.254344405, -8212050.723179077 4944971.744305281))",282.0,6.253460455833016,1.8331349834612876
11428,21985773.4995,"POLYGON ((-8207335.297453497 4943626.354181519, -8207321.113713016 4943578.005935904, -8207412.034453232 4943558.725619084, -8207416.68055789 4943360.173705627, -8207826.67910099 4943255.296568617, -8207836.829453668 4943302.996794047, -8207954.674350081 4943174.3410298005, -8208299.980229774 4942964.589876902, -8209739.57645164 4942537.900746975, -8210261.820437699 4942352.752558738, -8210620.259166543 4942975.825090347, -8210020.378662199 4943315.990730242, -8209664.322661815 4943625.1310551, -8209521.990274893 4943715.398809598, -8208539.777805221 4944508.719821528, -8208521.33352184 4944566.740644789, -8207988.729091451 4944409.003018766, -8207927.166008888 4944617.508181458, -8207723.550240094 4944557.352623268, -8207763.884807301 4944415.672392734, -8207761.540444537 4944362.874195227, -8207575.493195464 4943726.978551566, -8207403.952983663 4943776.998894546, -8207381.487253796 4943699.419227304, -8207359.784285627 4943709.823591644, -8207335.297453497 4943626.354181519))",194.0,8.82388786568787,2.1774625739928344
11432,60177575.638,"POLYGON ((-8216384.783975402 4943235.230574043, -8214585.282605902 4944044.152461253, -8213281.221603554 4944596.188194407, -8213077.001997022 4944037.949437026, -8212892.566035448 4943646.131481154, -8212797.477546996 4943519.907234796, -8212436.396168769 4942534.205693376, -8213350.483094895 4942244.520942833, -8213116.6999402195 4941579.74477581, -8213480.690818741 4941488.438915775, -8213870.438979581 4941481.490995538, -8214141.625426313 4941407.9241745975, -8214569.116506611 4941243.10876951, -8215422.363791509 4940801.196035333, -8215872.852912997 4940634.170302174, -8216226.883307014 4941599.465724128, -8216368.849066891 4941872.834831276, -8216385.423455777 4941960.772846567, -8216503.259289158 4942278.161061371, -8216516.237473887 4942619.956779141, -8216540.50167067 4942722.270121747, -8216597.587499243 4942766.578250728, -8216571.240685635 4942795.369557777, -8216692.458183768 4942908.005739957, -8216727.341598628 4943110.954650152, -8216384.783975402 4943235.230574043))",620.0,10.30284110695367,2.332419692826508
11379,57537331.4936,"POLYGON ((-8223382.3792857425 4944251.595167457, -8223372.8747097775 4944242.2272988595, -8223284.155077513 4944415.644434685, -8223092.047703815 4943897.211638253, -8222393.606786693 4942912.808127778, -8222061.80825729 4942506.722112959, -8222022.491074279 4942389.4795332765, -8222019.862291172 4942281.003593333, -8222599.923995349 4941905.214334908, -8223122.120083985 4941706.50453604, -8223449.493132484 4941525.850087723, -8223714.78759462 4941346.71902245, -8223864.0551938275 4941327.141833835, -8223898.981498075 4941404.441408096, -8223997.598657703 4941375.360684098, -8224035.9395552445 4941329.392709512, -8224950.104775736 4941241.305270349, -8226544.826960413 4942178.068772601, -8226576.701822915 4942179.768875297, -8226639.224302505 4942461.380939701, -8224911.905600603 4943543.945332565, -8225072.19674719 4943812.405216284, -8225087.816143717 4944349.388962558, -8224863.528290816 4944433.577324073, -8224405.652666511 4944490.800892954, -8224228.884434906 4944533.441843545, -8223944.685342756 4944686.99602263, -8223672.798367964 4944801.919998363, -8223621.185309023 4944764.659271911, -8223639.918198141 4944720.346555785, -8223349.526796574 4944581.44886229, -8223531.694069643 4944405.804504872, -8223382.3792857425 4944251.595167457))",297.0,5.1618660839882,1.641298158299735
11429,39559398.2844,"POLYGON ((-8207416.68055789 4943360.173705627, -8207355.266823332 4943129.1741194315, -8207120.994370296 4941826.9075445235, -8206995.119478207 4941548.015623581, -8206989.762695937 4941428.5461188415, -8206991.358804673 4941171.547034981, -8207352.317338984 4941174.586839129, -8207330.847936053 4940551.318452023, -8208815.665324925 4940612.112171032, -8208826.534322938 4940586.830328044, -8209083.844989261 4940689.000716728, -8209129.139328581 4940733.563122633, -8209661.368809701 4940554.502929829, -8210261.820437699 4942352.752558738, -8209739.57645164 4942537.900746975, -8208299.980229774 4942964.589876902, -8207954.674350081 4943174.3410298005, -8207836.829453668 4943302.996794047, -8207826.67910099 4943255.296568617, -8207416.68055789 4943360.173705627))",303.0,7.659368270004403,2.0359295090727585
11435,42105899.157,"POLYGON ((-8218279.358144082 4942574.948717196, -8217944.978115154 4942685.305237344, -8217729.172261722 4942718.198913664, -8217527.408358857 4942829.149029162, -8216727.341598628 4943110.954650152, -8216688.2951478725 4942888.932673401, -8216571.240685635 4942795.369557777, -8216597.587499243 4942766.578250728, -8216540.50167067 4942722.270121747, -8216516.237473887 4942619.956779141, -8216512.442922242 4942308.783584751, -8216385.423455777 4941960.772846567, -8216368.849066891 4941872.834831276, -8216226.883307014 4941599.465724128, -8215812.1428584 4940453.930063459, -8215686.533289368 4940191.545809013, -8215633.922994282 4939984.276755127, -8215520.893902402 4939676.031999033, -8215468.624141116 4939453.496654854, -8215350.413778058 4939349.438195724, -8215205.506179642 4939172.130129939, -8215061.542791442 4938919.210552857, -8214928.634452009 4938732.905267439, -8214700.308043066 4938319.420622744, -8216029.469990283 4937822.953080695, -8216225.198781891 4938342.501937123, -8217030.474647419 4940192.075155454, -8217293.5178349195 4940911.5100732455, -8217332.099271041 4940907.810180819, -8217363.765960331 4941016.686448989, -8217541.092740343 4941361.897852154, -8217743.070783765 4941821.3357741805, -8217699.563621999 4941794.5522878785, -8217992.197141451 4942133.387247731, -8218279.358144082 4942574.948717196))",547.0,12.99105377040886,2.5642609490558237
11415,16802279.5098,"POLYGON ((-8218279.358144082 4942574.948717196, -8217992.197141451 4942133.387247731, -8217699.563621999 4941794.5522878785, -8217743.070783765 4941821.3357741805, -8217433.314785268 4941150.735762124, -8217613.620630656 4941058.26746141, -8217675.149358315 4941176.908548146, -8217829.7259654 4941084.804415621, -8217700.476076655 4940946.64610058, -8217574.746107427 4940886.349433111, -8217906.275172587 4940852.588732255, -8218887.332304504 4940525.642445575, -8218971.441414769 4940449.624998721, -8219272.557939498 4941360.567683512, -8219210.95876617 4941462.542358183, -8219155.357652599 4941490.514760004, -8219197.890636548 4941634.24044017, -8219253.707694113 4941732.990039286, -8219447.645873194 4941592.4159258, -8219513.608607646 4941486.30581152, -8219656.455892002 4941557.446107906, -8220009.544486372 4941636.5158279, -8219846.886981704 4941745.647263758, -8219558.823389484 4941889.745780152, -8219474.370988777 4941899.338358557, -8219374.870589448 4942025.280560886, -8219398.696941602 4942052.164648069, -8218897.494924566 4942401.5687366305, -8218841.253954407 4942424.168312346, -8218806.003821963 4942399.473986891, -8218279.358144082 4942574.948717196))",119.0,7.082372360880722,1.957608930799565
11418,32025130.9227,"POLYGON ((-8219513.608607646 4941486.30581152, -8219447.645873194 4941592.4159258, -8219253.707694113 4941732.990039286, -8219208.998121464 4941658.96998404, -8219155.357652599 4941490.514760004, -8219210.95876617 4941462.542358183, -8219272.557939498 4941360.567683512, -8218971.441414769 4940449.624998721, -8218887.332304504 4940525.642445575, -8217906.275172587 4940852.588732255, -8217574.746107427 4940886.349433111, -8217700.476076655 4940946.64610058, -8217829.7259654 4941084.804415621, -8217675.149358315 4941176.908548146, -8217613.620630656 4941058.26746141, -8217433.314785268 4941150.735762124, -8217363.765960331 4941016.686448989, -8217332.099271041 4940907.810180819, -8217293.5178349195 4940911.5100732455, -8217114.497985315 4940399.336998937, -8216910.043004306 4939912.657341382, -8217699.783947001 4939641.644748003, -8217726.439789097 4939711.695907836, -8218180.013693807 4939542.351609334, -8218478.526517704 4939461.105886716, -8220310.145045515 4938778.366129661, -8220655.774981092 4939706.490274566, -8220855.143649565 4940068.974924752, -8220390.549232518 4940228.682873398, -8220127.356655051 4940425.730228998, -8220005.038485428 4940483.177869925, -8219723.1952385595 4940764.289937759, -8219517.043817182 4940912.453601968, -8219493.052043918 4940938.545415922, -8219623.754911466 4941236.479880032, -8219609.5566105535 4941301.747435415, -8219513.608607646 4941486.30581152))",321.0,10.023378226768443,2.304920187215059
11433,47739432.5954,"POLYGON ((-8213116.6999402195 4941579.74477581, -8213082.209705589 4941465.111309756, -8212972.193613635 4941499.920591636, -8212941.476447406 4941405.286739512, -8212793.776390945 4941452.898652436, -8212686.7990131425 4941108.44084771, -8212603.708623979 4941089.116642943, -8212155.0074632475 4940101.516838385, -8211960.25903607 4939832.445555576, -8212851.6160863135 4939188.6722193435, -8212849.35341905 4939169.6330400165, -8213099.1816818 4939086.465511845, -8213894.393551052 4938670.341807273, -8214308.046560347 4938531.308271408, -8214700.308043066 4938319.420622744, -8214928.634452009 4938732.905267439, -8215061.542791442 4938919.210552857, -8215205.506179642 4939172.130129939, -8215350.413778058 4939349.438195724, -8215468.624141116 4939453.496654854, -8215520.893902402 4939676.031999033, -8215633.922994282 4939984.276755127, -8215686.533289368 4940191.545809013, -8215812.1428584 4940453.930063459, -8215872.852912997 4940634.170302174, -8215422.363791509 4940801.196035333, -8214569.116506611 4941243.10876951, -8214141.625426313 4941407.9241745975, -8213870.438979581 4941481.490995538, -8213480.690818741 4941488.438915775, -8213116.6999402195 4941579.74477581))",399.0,8.35787059686265,2.123203681357728
11451,487599.726799,"POLYGON ((-8215553.665274418 4940499.966104202, -8215253.086476012 4940632.495255046, -8215106.24063966 4940351.08254809, -8215238.650847946 4940276.107086073, -8215553.665274418 4940499.966104202))",,,0.0
11221,38580480.4348,"POLYGON ((-8230765.362562684 4937966.793842744, -8231396.308782931 4937871.185786956, -8231591.1756476555 4939157.211413107, -8230310.123226462 4939350.393144585, -8230383.952638875 4939845.067653505, -8230431.336120368 4939881.624903629, -8230102.388403897 4939929.617471633, -8230211.373576115 4940008.7330118595, -8229935.572240613 4940163.104233194, -8229907.872632544 4940142.811036665, -8229581.422547745 4940580.194191631, -8229079.810653832 4940205.469806956, -8228918.339007081 4940421.196275175, -8228834.672502527 4940358.562391288, -8228995.912274997 4940142.784222138, -8228568.356847899 4939823.041882941, -8228493.984946361 4939767.712971875, -8228332.355824463 4939983.179801688, -8227495.862007839 4939357.718563606, -8228296.600774307 4938285.403224764, -8228519.248671951 4938452.286352404, -8228497.351762277 4938308.961691499, -8230765.362562684 4937966.793842744))",609.0,15.785184454330318,2.7590718073601366
11421,24314441.7637,"POLYGON ((-8220855.143649565 4940068.974924752, -8220655.774981092 4939706.490274566, -8220310.145045515 4938778.366129661, -8222758.369646204 4937863.777915549, -8222792.1289955545 4938168.047427706, -8222889.416635563 4938632.669000753, -8223013.148503154 4939424.5823495425, -8223072.025012762 4939520.251605633, -8221773.108858221 4939870.866809519, -8221253.015121375 4939965.077314024, -8221246.398196699 4940058.796934824, -8221282.73189774 4940168.412297966, -8221452.713829655 4940409.273642101, -8221412.716574569 4940432.921544007, -8221202.893307571 4940389.34546024, -8221089.2469227025 4940413.368991263, -8220892.788926261 4940066.645138443, -8220855.143649565 4940068.974924752))",283.0,11.639173243224608,2.454376412566359
11419,31278858.1025,"POLYGON ((-8219557.817750598 4939059.3260621615, -8218508.877903519 4939450.902349791, -8218180.013693807 4939542.351609334, -8217726.439789097 4939711.695907836, -8217699.783947001 4939641.644748003, -8216910.043004306 4939912.657341382, -8216263.889388209 4938431.784722248, -8216544.186951121 4938304.201756525, -8216912.303235505 4938075.065305367, -8218912.342069267 4937329.83044656, -8219139.89952957 4937937.535461612, -8219110.309762253 4937954.049368011, -8219283.586460931 4938420.451311125, -8219302.039173374 4938468.571834039, -8219332.343430385 4938457.235868388, -8219557.817750598 4939059.3260621615))",420.0,13.427600158025943,2.5973123019412045
11434,87379704.1564,"POLYGON ((-8212026.914777544 4939782.973983707, -8211599.227227807 4939175.620803837, -8211628.5842401255 4939181.145227574, -8211451.89373398 4938750.190207023, -8211410.2799214525 4938787.732597469, -8211386.335403792 4938725.430293374, -8211288.331884036 4938465.080717661, -8211253.889215865 4938276.101915548, -8210999.794187483 4937779.474579524, -8210704.061489977 4937286.25437193, -8210518.166657343 4936930.021505807, -8211202.379894824 4936548.700050808, -8211334.93608909 4936629.195510277, -8211376.170888778 4936351.557101402, -8211176.217468272 4936219.465465878, -8211252.197448672 4936200.461662608, -8211214.849548543 4936040.998557481, -8211331.336892776 4935520.625510233, -8211677.49415817 4935560.082614009, -8211719.29674566 4935452.313341595, -8211318.788909485 4935392.593222544, -8211611.2347443765 4934485.92671316, -8211652.278371804 4934493.305308783, -8211700.569433142 4934251.06688643, -8211607.2304134695 4934262.167447077, -8211573.927122739 4933933.188067525, -8211744.14323488 4933912.1871295385, -8212510.494916025 4934458.693410267, -8213132.011740685 4934795.415883846, -8213745.874488332 4935037.116925192, -8214008.4097866155 4935228.277539864, -8214112.553815358 4935243.206827162, -8214280.81624694 4935227.899612367, -8214236.150648551 4935279.175256474, -8214213.637191873 4935347.1376987435, -8214049.63185651 4936408.512696746, -8214203.932038825 4936601.484493155, -8214338.981703047 4936910.632517505, -8214473.195051541 4937360.465933166, -8214562.808827103 4937765.516338661, -8214551.248596432 4937986.823815244, -8214571.301473943 4938090.938869556, -8214700.308043066 4938319.420622744, -8214308.046560347 4938531.308271408, -8213894.393551052 4938670.341807273, -8213099.1816818 4939086.465511845, -8212849.35341905 4939169.6330400165, -8212851.6160863135 4939188.6722193435, -8212026.914777544 4939782.973983707))",919.0,10.517316450912809,2.3530230845511064
11216,26478229.2634,"POLYGON ((-8231591.1756476555 4939157.211413107, -8231396.308782931 4937871.185786956, -8230765.362562684 4937966.793842744, -8230673.454872212 4937357.994218846, -8231097.694445478 4937388.473817427, -8231142.297858229 4936760.4443957675, -8231758.640921016 4936804.480445597, -8231823.786562758 4935892.1978718, -8232638.828184195 4935950.523343875, -8232963.9122988265 4936031.466595046, -8232651.094147869 4937181.187743059, -8232870.259233763 4938635.069247893, -8232223.143062552 4938732.929411457, -8232271.984595327 4939054.232188694, -8231591.1756476555 4939157.211413107))",461.0,17.41052981353347,2.85707518488131
11416,18854849.8011,"POLYGON ((-8220310.145045515 4938778.366129661, -8219557.817750598 4939059.3260621615, -8219332.343430385 4938457.235868388, -8219302.039173374 4938468.571834039, -8219192.832675049 4938176.497373899, -8220588.244281314 4937665.811014371, -8221381.200576632 4937351.596625835, -8222425.250664793 4937275.74096166, -8222514.10680165 4937744.458576171, -8222728.475356154 4937677.955145026, -8222758.369646204 4937863.777915549, -8220310.145045515 4938778.366129661))",230.0,12.198453046631094,2.5013091442430126
11233,37871693.6822,"POLYGON ((-8230765.362562684 4937966.793842744, -8228497.351762277 4938308.961691499, -8228519.248671951 4938452.286352404, -8226896.301746648 4937236.135831078, -8226876.784187948 4937085.732880621, -8226895.820410617 4936814.92379817, -8226778.408503001 4936794.396004862, -8226998.919659428 4936691.456364583, -8229366.114815669 4935325.718869647, -8229382.970319682 4935417.271765724, -8229292.901061335 4936627.784996008, -8229600.758393394 4936649.939558685, -8229592.573685307 4936763.32185307, -8229900.836785744 4936786.113935834, -8229872.301482545 4937110.92599112, -8229745.010202623 4937291.687371198, -8230673.454872212 4937357.994218846, -8230765.362562684 4937966.793842744))",883.0,23.31556669764197,3.1491212361043743
11436,22699295.4596,"POLYGON ((-8216029.469990283 4937822.953080695, -8214700.308043066 4938319.420622744, -8214571.301473943 4938090.938869556, -8214551.248596432 4937986.823815244, -8214562.808827103 4937765.516338661, -8214473.195051541 4937360.465933166, -8214338.981703047 4936910.632517505, -8214203.932038825 4936601.484493155, -8214049.63185651 4936408.512696746, -8214199.545215464 4935473.559148162, -8214606.089921983 4935509.529621008, -8215085.838730068 4935488.219010367, -8215271.666669202 4935428.113484201, -8215563.53996036 4935461.551422438, -8215533.751476382 4935641.420965496, -8215514.032872196 4935968.224933334, -8215519.267368899 4936272.096225625, -8215542.0146617815 4936441.899466753, -8215582.218909587 4936599.32000176, -8216029.469990283 4937822.953080695))",193.0,8.502466534412912,2.140356301921213
