BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,TOTAL_INJURED,TOTAL_KILLED,PEDESTRIANS_INJURED,PEDESTRIANS_KILLED,CYCLIST_INJURED,CYCLIST_KILLED,MOTORIST_INJURED,MOTORIST_KILLED,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME
BRONX,10465,40.798256,-73.82744,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-10 11:14:00
MANHATTAN,10065.0,40.76739,-73.97073,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-21 23:15:00
MANHATTAN,10129,40.78393,-73.94423,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-21 09:30:00
BROOKLYN,11207.0,40.674633,-73.89659,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-27 03:50:00
BROOKLYN,11208.0,40.67362,-73.884224,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-08-26 18:00:00
BROOKLYN,11238.0,40.680588,-73.957436,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-08-17 15:13:00
MANHATTAN,10019.0,40.76625,-73.995514,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Taxi,2018-08-17 03:27:00
MANHATTAN,10013.0,40.723625,-74.00479,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-04 21:10:00
MANHATTAN,10022.0,40.762177,-73.96613,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-19 13:48:00
MANHATTAN,10016.0,40.748863,-73.97584,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-08-14 12:55:00
BRONX,10463.0,40.88301,-73.894135,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-22 20:35:00
MANHATTAN,10011.0,40.73736,-73.99685,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-04 13:30:00
MANHATTAN,10035,40.798256,-73.92402,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-16 18:50:00
BROOKLYN,11218.0,40.635674,-73.97689,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-27 21:30:00
MANHATTAN,10001.0,40.748974,-74.00324,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-08-10 20:00:00
BROOKLYN,11235.0,40.576553,-73.965065,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-08-15 16:25:00
BROOKLYN,11207,40.692097,-73.988976,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-08-14 20:02:00
MANHATTAN,10001.0,40.75458,-73.99915,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-18 19:35:00
BRONX,10454,40.816677,-73.893845,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-08 16:40:00
MANHATTAN,10001.0,40.75219,-73.99347,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-25 08:08:00
MANHATTAN,10128.0,40.785244,-73.953514,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-08-22 14:10:00
BROOKLYN,11231.0,40.67641,-74.00104,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-08-25 12:30:00
MANHATTAN,10016,40.742256,-73.97768,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-16 16:00:00
QUEENS,11435.0,40.70649,-73.80654,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-02 11:54:00
QUEENS,11109,40.743336,-73.9511,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-16 13:00:00
MANHATTAN,10023,40.773487,-73.98909,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-18 18:50:00
MANHATTAN,10035,40.803024,-73.93632,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-08-27 16:00:00
MANHATTAN,10025.0,40.7974,-73.96423,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-06 13:55:00
BROOKLYN,11237.0,40.696953,-73.912415,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-08-24 12:47:00
MANHATTAN,10030,40.81467,-73.93623,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-02 13:45:00
MANHATTAN,10014.0,40.729046,-74.01073,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-09 09:40:00
BROOKLYN,11224.0,40.582912,-73.97458,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-07 09:15:00
BROOKLYN,11229.0,40.5955,-73.944824,2.0,0.0,0,0,0,0,2,0,Unspecified,Taxi,2018-08-12 00:21:00
QUEENS,11377.0,40.74573,-73.90212,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-17 15:32:00
MANHATTAN,10003,40.73273,-73.99382,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-08-20 15:30:00
MANHATTAN,10065.0,40.76311,-73.962524,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-21 01:45:00
MANHATTAN,10025,40.80174,-73.96477,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-08-21 19:30:00
MANHATTAN,10035,40.762966,-73.973976,1.0,0.0,0,0,0,0,1,0,Passing or Lane Usage Improper,Taxi,2018-08-04 00:10:00
QUEENS,11368.0,40.75774,-73.86348,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-13 19:35:00
MANHATTAN,10022.0,40.759575,-73.96803,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-10 10:00:00
MANHATTAN,10011.0,40.745293,-73.9985,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-13 17:30:00
QUEENS,11374.0,40.728474,-73.85174,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Ambulance,2018-08-27 18:15:00
MANHATTAN,10009.0,40.72655,-73.98471,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-08-11 22:15:00
MANHATTAN,10016.0,40.745,-73.98419,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-10 13:55:00
QUEENS,11385.0,40.698677,-73.90954,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-08-21 12:45:00
BROOKLYN,11221,40.687557,-73.93896,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-08-16 03:30:00
MANHATTAN,10014,40.735924,-74.00073,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-19 14:00:00
MANHATTAN,10036,40.757935,-73.98557,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-06 22:45:00
MANHATTAN,10014.0,40.73395,-74.00056,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-03 01:45:00
MANHATTAN,10016.0,40.74611,-73.98207,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-14 10:45:00
MANHATTAN,10003.0,40.732735,-73.981514,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-08-08 12:00:00
MANHATTAN,10037.0,40.81342,-73.93715,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-08-07 09:30:00
BRONX,10460.0,40.840435,-73.86929,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-08-16 23:30:00
MANHATTAN,10037,40.820435,-73.93624,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-27 11:30:00
BRONX,10451.0,40.81655,-73.91955,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-17 16:30:00
MANHATTAN,10021.0,40.77242,-73.96287,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-21 13:04:00
MANHATTAN,10037.0,40.816025,-73.93947,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-08-24 21:22:00
BRONX,10452,40.840286,-73.92147,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Ambulance,2018-08-05 02:20:00
QUEENS,11104.0,40.743046,-73.91776,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-16 19:38:00
MANHATTAN,10022.0,40.762226,-73.96819,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-12 10:50:00
BRONX,10465,40.830414,-73.82599,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-03 09:30:00
MANHATTAN,10016,40.74285,-73.97721,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-11 17:45:00
MANHATTAN,10025,40.792095,-73.97366,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-17 09:30:00
MANHATTAN,10019.0,40.768593,-73.98522,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-20 19:45:00
MANHATTAN,10017.0,40.755295,-73.979256,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-08-10 22:00:00
MANHATTAN,10013.0,40.720043,-73.99907,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Ambulance,2018-08-14 16:15:00
MANHATTAN,10019.0,40.760456,-73.98374,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-15 19:15:00
BRONX,10453,40.846874,-73.90877,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-08-16 16:00:00
QUEENS,11372.0,40.751816,-73.89606,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Ambulance,2018-08-07 13:09:00
MANHATTAN,10031.0,40.826427,-73.950455,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-21 14:40:00
MANHATTAN,10023,40.774227,-73.98112,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-08-24 14:55:00
BROOKLYN,11205,40.696785,-73.95659,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Taxi,2018-08-18 06:10:00
BRONX,10466.0,40.891823,-73.86266,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-17 13:52:00
MANHATTAN,10036.0,40.756622,-73.98628,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-08-04 18:30:00
MANHATTAN,10039.0,40.82947,-73.93705,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-04 19:15:00
MANHATTAN,10001.0,40.753387,-73.99631,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-24 02:30:00
BROOKLYN,11204.0,40.609886,-73.98556,2.0,0.0,0,0,0,0,2,0,Driver Inexperience,Taxi,2018-08-24 14:36:00
QUEENS,11423.0,40.71367,-73.77696,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,Taxi,2018-08-20 19:00:00
QUEENS,11419,40.68935,-73.83957,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-20 15:00:00
BROOKLYN,11235.0,40.5916,-73.960686,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-13 20:55:00
BROOKLYN,11201,40.699844,-73.991035,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-03 12:50:00
BRONX,10451,40.82499,-73.91662,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-06 22:49:00
BROOKLYN,11231,40.679913,-74.00226,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-22 15:45:00
QUEENS,11368.0,40.755318,-73.86055,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Taxi,2018-08-18 21:25:00
QUEENS,11378.0,40.722897,-73.91386,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-27 18:20:00
BROOKLYN,11212.0,40.66279,-73.909966,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-08-15 00:00:00
BROOKLYN,11216.0,40.678963,-73.94965,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-19 01:25:00
QUEENS,11105,40.77613,-73.910706,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Taxi,2018-08-15 15:06:00
MANHATTAN,10018.0,40.75525,-73.998665,1.0,0.0,0,0,1,0,0,0,Traffic Control Disregarded,Taxi,2018-08-13 00:24:00
MANHATTAN,10031,40.825333,-73.943825,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-03 16:00:00
MANHATTAN,10017,40.753944,-73.972145,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-08-24 16:58:00
MANHATTAN,10019.0,40.767838,-73.98137,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-11 17:10:00
MANHATTAN,10011.0,40.73988,-73.99872,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-18 01:30:00
BRONX,10468.0,40.859303,-73.89884,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Taxi,2018-08-24 08:35:00
QUEENS,11105,40.768013,-73.90423,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-23 11:00:00
QUEENS,11370,40.76635,-73.89093,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-08-22 09:32:00
QUEENS,11373.0,40.734135,-73.86918,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-07 16:15:00
BROOKLYN,11208.0,40.67898,-73.881065,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-22 16:40:00
MANHATTAN,10162,40.767612,-73.950005,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-11 10:57:00
MANHATTAN,10003.0,40.731163,-73.99193,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-09 16:30:00
QUEENS,11373.0,40.73599,-73.86551,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-10 14:00:00
MANHATTAN,10036.0,40.75638,-73.98779,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-09 02:55:00
MANHATTAN,10030.0,40.817844,-73.94185,1.0,0.0,0,0,0,0,1,0,Accelerator Defective,Taxi,2018-08-23 19:34:00
MANHATTAN,10023.0,40.78028,-73.98153,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Taxi,2018-08-16 16:30:00
MANHATTAN,10032.0,40.83469,-73.949005,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Taxi,2018-08-23 00:00:00
MANHATTAN,10014,40.740944,-74.00537,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-18 20:50:00
MANHATTAN,10027,40.815693,-73.948685,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-17 13:45:00
BRONX,10472.0,40.835716,-73.8775,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-08-22 09:30:00
QUEENS,11415,40.709747,-73.82057,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-14 14:00:00
BROOKLYN,11233.0,40.67447,-73.90583,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-17 09:00:00
QUEENS,11101,40.749844,-73.938995,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-22 13:30:00
MANHATTAN,10019.0,40.76428,-73.97302,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-12 00:15:00
BROOKLYN,11214.0,40.58227,-73.98612,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-08-15 16:15:00
MANHATTAN,10010,40.740852,-73.985886,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-04 00:40:00
MANHATTAN,10017.0,40.751793,-73.97688,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-05 16:00:00
MANHATTAN,10036.0,40.757908,-73.9893,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-08-09 12:41:00
MANHATTAN,10018.0,40.757694,-74.000595,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-02 16:00:00
BRONX,10454.0,40.811867,-73.915115,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-08-19 13:39:00
MANHATTAN,10128,40.781387,-73.95213,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-08-09 16:00:00
BROOKLYN,11208,40.684395,-73.97835,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-08-23 12:30:00
MANHATTAN,10065.0,40.767185,-73.96248,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-14 15:22:00
MANHATTAN,10022.0,40.76278,-73.971466,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-08-10 21:00:00
MANHATTAN,10022.0,40.76285,-73.967735,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-16 14:30:00
MANHATTAN,10001.0,40.75202,-74.00473,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-03 10:10:00
QUEENS,11101.0,40.752216,-73.948814,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Taxi,2018-08-21 15:35:00
QUEENS,11105,40.77486,-73.90891,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-11 12:00:00
MANHATTAN,10016.0,40.744495,-73.98112,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-04 12:00:00
QUEENS,11378.0,40.7206,-73.91217,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Taxi,2018-08-08 21:52:00
BROOKLYN,11215.0,40.664604,-73.97685,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-10 21:00:00
MANHATTAN,10009,40.721275,-73.9778,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-08 20:15:00
MANHATTAN,10001.0,40.75578,-74.00199,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-21 21:00:00
BRONX,10451.0,40.824387,-73.91678,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Ambulance,2018-08-27 15:23:00
QUEENS,11102,40.77077,-73.91727,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-24 14:00:00
QUEENS,11423,40.714695,-73.77531,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-05 08:30:00
QUEENS,11362.0,40.76063,-73.73418,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-08-16 22:00:00
MANHATTAN,10032,40.84019,-73.94307,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-08 16:40:00
MANHATTAN,10001.0,40.751446,-74.001434,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-08 21:45:00
BROOKLYN,11220.0,40.635494,-74.00957,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-18 22:00:00
MANHATTAN,10036.0,40.757256,-73.98237,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-21 18:00:00
MANHATTAN,10038.0,40.7128,-73.99712,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-08-18 00:45:00
MANHATTAN,10128.0,40.77723,-73.946175,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-11 10:50:00
BROOKLYN,11229.0,40.609333,-73.948425,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-17 14:00:00
MANHATTAN,10006.0,40.710876,-74.01439,1.0,0.0,0,0,1,0,0,0,Unspecified,Taxi,2018-08-24 09:00:00
MANHATTAN,10018.0,40.754745,-73.9879,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-22 01:10:00
MANHATTAN,10044,40.762676,-73.954346,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Taxi,2018-08-24 06:29:00
MANHATTAN,10021,40.767803,-73.95601,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-08-23 21:20:00
MANHATTAN,10001.0,40.746002,-73.99427,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Taxi,2018-08-17 23:45:00
BROOKLYN,11201.0,40.69365,-73.98333,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-08-19 06:09:00
QUEENS,11373,40.735573,-73.88111,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-06 21:00:00
BRONX,10457.0,40.84452,-73.88935,1.0,0.0,1,0,0,0,0,0,Other Vehicular,Taxi,2018-08-24 19:05:00
MANHATTAN,10036.0,40.758686,-73.98533,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-04 19:00:00
QUEENS,11101.0,40.746296,-73.93041,1.0,0.0,0,0,0,0,1,0,Passenger Distraction,Taxi,2018-08-19 00:55:00
QUEENS,11377.0,40.7452,-73.89111,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-08-15 18:00:00
MANHATTAN,10023.0,40.771515,-73.982155,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-08-20 18:00:00
MANHATTAN,10018.0,40.757732,-73.99686,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-08-04 00:00:00
BRONX,10472,40.836155,-73.87179,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-12 16:52:00
MANHATTAN,10032.0,40.84231,-73.93515,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-08-12 09:30:00
QUEENS,11419.0,40.689953,-73.826004,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-06 20:00:00
MANHATTAN,10028.0,40.77427,-73.95439,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-24 00:53:00
MANHATTAN,10009.0,40.7276,-73.98531,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-08-15 17:25:00
BRONX,10452,40.842503,-73.92797,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-08-17 00:45:00
MANHATTAN,10028.0,40.776875,-73.94938,2.0,0.0,0,0,0,0,2,0,Unsafe Speed,Taxi,2018-08-04 07:22:00
MANHATTAN,10017.0,40.754726,-73.97788,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-16 12:40:00
BRONX,10454.0,40.804695,-73.92239,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-08-27 00:02:00
QUEENS,11004.0,40.752155,-73.70812,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-06 17:15:00
BRONX,10457.0,40.8395,-73.89955,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-10 15:48:00
BROOKLYN,11207,40.67134,-73.89959,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-24 17:10:00
MANHATTAN,10002.0,40.721935,-73.987404,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-08-20 23:50:00
MANHATTAN,10022.0,40.762028,-73.97178,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-13 20:40:00
MANHATTAN,10034,40.867794,-73.929985,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-18 03:00:00
QUEENS,11416.0,40.68401,-73.85365,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-06 21:39:00
MANHATTAN,10023.0,40.773872,-73.98223,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Taxi,2018-08-20 14:00:00
BRONX,10453.0,40.852215,-73.90761,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-08-22 13:25:00
BROOKLYN,11208.0,40.673283,-73.8714,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-05 10:04:00
MANHATTAN,10011.0,40.742226,-73.99702,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-08-26 00:00:00
MANHATTAN,10065,40.76468,-73.9643,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-16 07:01:00
MANHATTAN,10011.0,40.74284,-74.00028,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-08-17 12:50:00
MANHATTAN,10017,40.754677,-73.975815,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-08-24 15:30:00
MANHATTAN,10001.0,40.747204,-73.99711,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-15 08:15:00
MANHATTAN,10025.0,40.79911,-73.96856,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-08-17 16:43:00
BRONX,10454,40.813255,-73.93028,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-27 16:00:00
MANHATTAN,10003.0,40.73398,-73.98669,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-24 14:10:00
BROOKLYN,11236.0,40.6327,-73.918686,1.0,0.0,1,0,0,0,0,0,Backing Unsafely,Taxi,2018-08-15 14:48:00
MANHATTAN,10014,40.73448,-74.001396,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-08-11 23:00:00
MANHATTAN,10027,40.8122,-73.94226,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-08-16 18:00:00
MANHATTAN,10021.0,40.767494,-73.95933,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-14 22:00:00
MANHATTAN,10016,40.745182,-73.97093,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-08 18:15:00
MANHATTAN,10027.0,40.80849,-73.947174,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-08-17 21:45:00
MANHATTAN,10003.0,40.730038,-73.99107,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-16 21:35:00
MANHATTAN,10027.0,40.807148,-73.943985,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-08-21 11:35:00
MANHATTAN,10036.0,40.760548,-73.98739,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-25 23:40:00
MANHATTAN,10019,40.76552,-73.98004,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-08-09 21:00:00
MANHATTAN,10021.0,40.766167,-73.954254,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-12 18:45:00
