BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME,MONTH,HOUR,DAY_WEEK,DAY,CASUALTIES,icon
MANHATTAN,10002.0,40.717926,-73.98568,Driver Inattention/Distraction,Taxi,2018-08-01 23:56:00,August,23,Wednesday,1,Injured or Killed,rain
MANHATTAN,10031.0,40.82768,-73.951324,Unspecified,Taxi,2018-08-02 09:15:00,August,9,Thursday,2,No Damage,rain
MANHATTAN,10012.0,40.72641,-74.00035,Following Too Closely,Taxi,2018-07-30 13:40:00,July,13,Monday,30,No Damage,rain
MANHATTAN,10011.0,40.742252,-74.00071,Following Too Closely,Taxi,2018-08-01 11:45:00,August,11,Wednesday,1,No Damage,rain
MANHATTAN,10025.0,40.79672,-73.96289,Driver Inattention/Distraction,Taxi,2018-08-01 07:40:00,August,7,Wednesday,1,No Damage,rain
MANHATTAN,10003.0,40.724583,-73.98751,Driver Inattention/Distraction,Taxi,2018-08-02 04:43:00,August,4,Thursday,2,No Damage,rain
BRONX,10453.0,40.861862,-73.91282,Passing or Lane Usage Improper,Taxi,2018-07-31 16:00:00,July,16,Tuesday,31,No Damage,partly-cloudy
QUEENS,11435.0,40.70188,-73.80553,Failure to Yield Right-of-Way,Taxi,2018-08-01 16:45:00,August,16,Wednesday,1,Injured or Killed,rain
BRONX,10452.0,40.840927,-73.912704,Driver Inattention/Distraction,Taxi,2018-08-02 23:30:00,August,23,Thursday,2,No Damage,rain
MANHATTAN,10023.0,40.778316,-73.9788,Backing Unsafely,Taxi,2018-08-01 09:43:00,August,9,Wednesday,1,No Damage,rain
MANHATTAN,10035.0,40.778812,-73.95609,Passing or Lane Usage Improper,Taxi,2018-08-01 05:15:00,August,5,Wednesday,1,No Damage,rain
QUEENS,11385.0,40.712948,-73.9068,Unsafe Speed,Taxi,2018-08-01 00:40:00,August,0,Wednesday,1,No Damage,rain
BROOKLYN,11213.0,40.668495,-73.925606,Unsafe Lane Changing,Taxi,2018-07-31 00:00:00,July,0,Tuesday,31,No Damage,partly-cloudy
MANHATTAN,10010.0,40.743156,-73.97213,Driver Inexperience,Taxi,2018-07-31 11:03:00,July,11,Tuesday,31,No Damage,partly-cloudy
MANHATTAN,10007.0,40.715996,-74.0071,Unspecified,Taxi,2018-08-01 20:16:00,August,20,Wednesday,1,No Damage,rain
MANHATTAN,10024.0,40.785294,-73.969345,Passing Too Closely,Taxi,2018-08-01 12:00:00,August,12,Wednesday,1,No Damage,rain
QUEENS,11370.0,40.767487,-73.9017,Unsafe Lane Changing,Taxi,2018-08-01 17:20:00,August,17,Wednesday,1,No Damage,rain
QUEENS,11385.0,40.707466,-73.89876,Failure to Yield Right-of-Way,Taxi,2018-07-31 22:02:00,July,22,Tuesday,31,No Damage,partly-cloudy
QUEENS,11435.0,40.689808,-73.80931,Driver Inattention/Distraction,Taxi,2018-08-01 08:45:00,August,8,Wednesday,1,No Damage,rain
MANHATTAN,10033.0,40.84771,-73.93798,Unspecified,Taxi,2018-06-05 12:28:00,June,12,Tuesday,5,Injured or Killed,partly-cloudy
MANHATTAN,10028.0,40.77593,-73.94713,Unspecified,Taxi,2018-07-06 07:35:00,July,7,Friday,6,No Damage,rain
BROOKLYN,11201.0,40.698498,-73.99696,Following Too Closely,Taxi,2018-07-17 23:50:00,July,23,Tuesday,17,No Damage,rain
BRONX,10451.0,40.82386,-73.91941,Passing Too Closely,Ambulance,2018-07-24 20:00:00,July,20,Tuesday,24,No Damage,rain
MANHATTAN,10017.0,40.7528,-73.979294,Unsafe Lane Changing,Taxi,2018-07-16 18:51:00,July,18,Monday,16,No Damage,rain
MANHATTAN,10019.0,40.766617,-73.98667,Following Too Closely,Taxi,2018-07-22 01:17:00,July,1,Sunday,22,No Damage,rain
MANHATTAN,10011.0,40.741665,-74.00114,Failure to Yield Right-of-Way,Taxi,2018-07-20 01:20:00,July,1,Friday,20,No Damage,clear
QUEENS,11420.0,40.66609,-73.82809,Unspecified,Taxi,2018-07-11 11:10:00,July,11,Wednesday,11,No Damage,partly-cloudy
QUEENS,11101.0,40.754387,-73.920525,Unspecified,Taxi,2018-07-16 20:30:00,July,20,Monday,16,No Damage,rain
QUEENS,11374.0,40.7201,-73.8635,Failure to Yield Right-of-Way,Taxi,2018-07-11 09:26:00,July,9,Wednesday,11,Injured or Killed,partly-cloudy
BROOKLYN,11237.0,40.696983,-73.935234,Driver Inattention/Distraction,Taxi,2018-07-10 12:00:00,July,12,Tuesday,10,No Damage,clear
BROOKLYN,11232.0,40.652386,-74.002754,Unspecified,Taxi,2018-07-29 22:45:00,July,22,Sunday,29,No Damage,partly-cloudy
BRONX,10456.0,40.821552,-73.90567,Other Vehicular,Taxi,2018-07-06 22:15:00,July,22,Friday,6,No Damage,rain
MANHATTAN,10001.0,40.75186,-73.99372,Driver Inattention/Distraction,Taxi,2018-07-27 23:30:00,July,23,Friday,27,No Damage,rain
MANHATTAN,10014.0,40.732914,-74.00398,Passenger Distraction,Taxi,2018-07-07 02:30:00,July,2,Saturday,7,No Damage,clear
MANHATTAN,10001.0,40.752052,-74.000984,Passing Too Closely,Taxi,2018-07-27 19:47:00,July,19,Friday,27,No Damage,rain
BRONX,10454.0,40.80543,-73.92087,Following Too Closely,Taxi,2018-07-06 23:30:00,July,23,Friday,6,No Damage,rain
MANHATTAN,10027.0,40.813385,-73.94511,Driver Inexperience,Taxi,2018-07-11 12:50:00,July,12,Wednesday,11,No Damage,partly-cloudy
MANHATTAN,10021.0,40.768486,-73.955505,Passenger Distraction,Taxi,2018-07-20 21:00:00,July,21,Friday,20,No Damage,clear
QUEENS,11365.0,40.741867,-73.80447,Unsafe Speed,Taxi,2018-07-26 07:45:00,July,7,Thursday,26,Injured or Killed,rain
BRONX,10469.0,40.874985,-73.858925,Following Too Closely,Taxi,2018-07-15 16:30:00,July,16,Sunday,15,No Damage,rain
MANHATTAN,10011.0,40.745823,-74.001816,Driver Inattention/Distraction,Taxi,2018-07-21 21:00:00,July,21,Saturday,21,No Damage,rain
QUEENS,11434.0,40.67079,-73.77281,Driver Inattention/Distraction,Taxi,2018-07-22 17:20:00,July,17,Sunday,22,No Damage,rain
MANHATTAN,10036.0,40.75979,-73.98793,Unspecified,Taxi,2018-07-18 00:00:00,July,0,Wednesday,18,No Damage,partly-cloudy
MANHATTAN,10028.0,40.778137,-73.95449,Unspecified,Taxi,2018-07-13 15:55:00,July,15,Friday,13,Injured or Killed,clear
MANHATTAN,10023.0,40.773033,-73.98221,Driver Inattention/Distraction,Taxi,2018-07-27 22:05:00,July,22,Friday,27,No Damage,rain
MANHATTAN,10119.0,40.752853,-73.99299,Failure to Yield Right-of-Way,Taxi,2018-07-14 19:00:00,July,19,Saturday,14,Injured or Killed,clear
MANHATTAN,10001.0,40.753387,-73.99631,Outside Car Distraction,Taxi,2018-07-15 14:40:00,July,14,Sunday,15,No Damage,rain
QUEENS,11103.0,40.75869,-73.9115,Traffic Control Disregarded,Taxi,2018-07-09 21:30:00,July,21,Monday,9,No Damage,clear
MANHATTAN,10018.0,40.757145,-73.99357,Passing or Lane Usage Improper,Taxi,2018-07-27 02:15:00,July,2,Friday,27,No Damage,rain
QUEENS,11375.0,40.726814,-73.83846,Driver Inattention/Distraction,Taxi,2018-07-18 00:30:00,July,0,Wednesday,18,No Damage,partly-cloudy
BROOKLYN,11213.0,40.666233,-73.93355,Driver Inattention/Distraction,Taxi,2018-07-24 15:35:00,July,15,Tuesday,24,No Damage,rain
BROOKLYN,11242.0,40.700836,-73.99495,Unspecified,Taxi,2018-07-10 23:45:00,July,23,Tuesday,10,Injured or Killed,clear
MANHATTAN,10011.0,40.73927,-73.99545,Unsafe Lane Changing,Taxi,2018-07-17 00:00:00,July,0,Tuesday,17,No Damage,rain
MANHATTAN,10032.0,40.84394,-73.93903,Unspecified,Taxi,2018-07-11 10:35:00,July,10,Wednesday,11,Injured or Killed,partly-cloudy
MANHATTAN,10013.0,40.718708,-74.00249,Passing Too Closely,Taxi,2018-07-12 14:54:00,July,14,Thursday,12,No Damage,rain
QUEENS,11414.0,40.659172,-73.839874,Pavement Slippery,Taxi,2018-07-25 22:30:00,July,22,Wednesday,25,No Damage,rain
MANHATTAN,10017.0,40.752827,-73.96689,Unspecified,Taxi,2018-07-11 12:18:00,July,12,Wednesday,11,No Damage,partly-cloudy
QUEENS,11426.0,40.72618,-73.71766,Fell Asleep,Taxi,2018-07-12 00:00:00,July,0,Thursday,12,Injured or Killed,rain
MANHATTAN,10025.0,40.79356,-73.96702,Unspecified,Taxi,2018-07-22 00:29:00,July,0,Sunday,22,No Damage,rain
QUEENS,11377.0,40.751244,-73.90289,Backing Unsafely,Taxi,2018-07-15 07:01:00,July,7,Sunday,15,No Damage,rain
MANHATTAN,10016.0,40.749046,-73.98203,Unsafe Lane Changing,Taxi,2018-07-28 14:55:00,July,14,Saturday,28,No Damage,partly-cloudy
MANHATTAN,10010.0,40.742435,-73.99168,Outside Car Distraction,Taxi,2018-07-19 20:58:00,July,20,Thursday,19,No Damage,clear
MANHATTAN,10024.0,40.783337,-73.970764,View Obstructed/Limited,Taxi,2018-07-24 18:27:00,July,18,Tuesday,24,No Damage,rain
MANHATTAN,10016.0,40.743942,-73.983635,Failure to Yield Right-of-Way,Taxi,2018-07-21 22:49:00,July,22,Saturday,21,Injured or Killed,rain
MANHATTAN,10016.0,40.74954,-73.97744,Following Too Closely,Taxi,2018-07-19 23:50:00,July,23,Thursday,19,No Damage,clear
BRONX,10461.0,40.842564,-73.83842,Aggressive Driving/Road Rage,Taxi,2018-07-23 08:06:00,July,8,Monday,23,No Damage,rain
MANHATTAN,10016.0,40.74608,-73.97693,Unspecified,Taxi,2018-07-27 11:45:00,July,11,Friday,27,No Damage,rain
BRONX,10457.0,40.838875,-73.90266,Pavement Slippery,Taxi,2018-07-27 23:56:00,July,23,Friday,27,No Damage,rain
BROOKLYN,11215.0,40.678345,-73.985435,Following Too Closely,Taxi,2018-07-13 14:00:00,July,14,Friday,13,No Damage,clear
QUEENS,11101.0,40.74528,-73.943214,Driver Inattention/Distraction,Taxi,2018-07-09 22:20:00,July,22,Monday,9,No Damage,clear
MANHATTAN,10001.0,40.750317,-73.99112,Unspecified,Taxi,2018-07-15 01:50:00,July,1,Sunday,15,No Damage,rain
BROOKLYN,11231.0,40.688766,-73.99907,Following Too Closely,Taxi,2018-07-06 11:30:00,July,11,Friday,6,No Damage,rain
MANHATTAN,10017.0,40.755928,-73.97491,Driver Inattention/Distraction,Taxi,2018-07-07 15:45:00,July,15,Saturday,7,Injured or Killed,clear
QUEENS,11421.0,40.692486,-73.854546,Driver Inattention/Distraction,Taxi,2018-07-28 17:00:00,July,17,Saturday,28,No Damage,partly-cloudy
MANHATTAN,10029.0,40.788776,-73.94014,Backing Unsafely,Taxi,2018-07-17 10:05:00,July,10,Tuesday,17,Injured or Killed,rain
BRONX,10458.0,40.867878,-73.893005,Driver Inattention/Distraction,Ambulance,2018-07-16 13:40:00,July,13,Monday,16,Injured or Killed,rain
MANHATTAN,10010.0,40.74303,-73.98917,Passing or Lane Usage Improper,Taxi,2018-07-18 10:38:00,July,10,Wednesday,18,No Damage,partly-cloudy
MANHATTAN,10065.0,40.768543,-73.9657,Driver Inattention/Distraction,Taxi,2018-07-10 09:25:00,July,9,Tuesday,10,No Damage,clear
MANHATTAN,10075.0,40.77564,-73.96263,Backing Unsafely,Taxi,2018-07-25 20:25:00,July,20,Wednesday,25,No Damage,rain
BRONX,10457.0,40.838333,-73.9015,Driver Inattention/Distraction,Taxi,2018-07-12 17:00:00,July,17,Thursday,12,No Damage,rain
BRONX,10463.0,40.877068,-73.906105,Fatigued/Drowsy,Taxi,2018-07-17 03:00:00,July,3,Tuesday,17,No Damage,rain
QUEENS,11104.0,40.743916,-73.92519,Driver Inattention/Distraction,Taxi,2018-07-27 19:58:00,July,19,Friday,27,No Damage,rain
MANHATTAN,10075.0,40.777016,-73.96372,Failure to Yield Right-of-Way,Taxi,2018-07-14 17:54:00,July,17,Saturday,14,No Damage,clear
MANHATTAN,10001.0,40.751945,-73.99081,Passing or Lane Usage Improper,Taxi,2018-07-27 17:15:00,July,17,Friday,27,No Damage,rain
MANHATTAN,10035.0,40.80573,-73.93855,Driver Inattention/Distraction,Taxi,2018-07-21 01:55:00,July,1,Saturday,21,No Damage,rain
MANHATTAN,10036.0,40.75484,-73.98412,Unspecified,Taxi,2018-07-11 06:20:00,July,6,Wednesday,11,No Damage,partly-cloudy
BRONX,10460.0,40.839977,-73.888466,Passing Too Closely,Taxi,2018-07-05 00:20:00,July,0,Thursday,5,No Damage,partly-cloudy
MANHATTAN,10012.0,40.727287,-73.993645,Unspecified,Taxi,2018-07-26 16:00:00,July,16,Thursday,26,No Damage,rain
MANHATTAN,10014.0,40.735,-74.00699,Unspecified,Taxi,2018-07-18 17:00:00,July,17,Wednesday,18,Injured or Killed,partly-cloudy
BROOKLYN,11216.0,40.670006,-73.95328,View Obstructed/Limited,Taxi,2018-07-19 12:53:00,July,12,Thursday,19,No Damage,clear
MANHATTAN,10017.0,40.75478,-73.97994,Turning Improperly,Taxi,2018-07-10 23:35:00,July,23,Tuesday,10,No Damage,clear
BROOKLYN,11207.0,40.674644,-73.88618,Unspecified,Taxi,2018-07-06 20:09:00,July,20,Friday,6,No Damage,rain
MANHATTAN,10002.0,40.717926,-73.98568,Unspecified,Taxi,2018-07-08 19:07:00,July,19,Sunday,8,Injured or Killed,clear
MANHATTAN,10013.0,40.71687,-74.004036,Unspecified,Ambulance,2018-07-15 19:20:00,July,19,Sunday,15,No Damage,rain
MANHATTAN,10012.0,40.72443,-73.99347,Passenger Distraction,Taxi,2018-07-08 15:15:00,July,15,Sunday,8,Injured or Killed,clear
MANHATTAN,10033.0,40.84451,-73.93642,Driver Inattention/Distraction,Taxi,2018-07-25 21:06:00,July,21,Wednesday,25,No Damage,rain
MANHATTAN,10454.0,40.798904,-73.919106,Unspecified,Taxi,2018-07-13 16:20:00,July,16,Friday,13,No Damage,clear
BRONX,10457.0,40.846657,-73.89619,Aggressive Driving/Road Rage,Taxi,2018-07-20 09:25:00,July,9,Friday,20,No Damage,clear
MANHATTAN,10027.0,40.80907,-73.94455,Unspecified,Taxi,2018-07-19 22:40:00,July,22,Thursday,19,Injured or Killed,clear
QUEENS,11368.0,40.749374,-73.86752,Driver Inattention/Distraction,Taxi,2018-07-21 22:05:00,July,22,Saturday,21,Injured or Killed,rain
QUEENS,11101.0,40.752975,-73.91024,Turning Improperly,Taxi,2018-07-17 18:16:00,July,18,Tuesday,17,No Damage,rain
MANHATTAN,10001.0,40.74715,-73.985504,Unspecified,Taxi,2018-07-24 16:30:00,July,16,Tuesday,24,No Damage,rain
MANHATTAN,10029.0,40.79157,-73.94469,Alcohol Involvement,Taxi,2018-07-21 05:06:00,July,5,Saturday,21,No Damage,rain
MANHATTAN,10003.0,40.73166,-73.98545,Aggressive Driving/Road Rage,Taxi,2018-07-07 13:15:00,July,13,Saturday,7,Injured or Killed,clear
MANHATTAN,10012.0,40.72525,-74.00339,Unspecified,Taxi,2018-07-12 22:00:00,July,22,Thursday,12,No Damage,rain
MANHATTAN,10011.0,40.741077,-74.001564,Following Too Closely,Taxi,2018-07-19 17:30:00,July,17,Thursday,19,Injured or Killed,clear
BRONX,10456.0,40.837177,-73.90799,View Obstructed/Limited,Taxi,2018-07-18 15:22:00,July,15,Wednesday,18,Injured or Killed,partly-cloudy
MANHATTAN,10023.0,40.7736,-73.98158,Other Vehicular,Taxi,2018-07-22 17:10:00,July,17,Sunday,22,No Damage,rain
MANHATTAN,10075.0,40.77496,-73.9589,Driver Inattention/Distraction,Taxi,2018-07-23 11:32:00,July,11,Monday,23,No Damage,rain
MANHATTAN,10024.0,40.783146,-73.97833,Other Vehicular,Taxi,2018-07-21 23:00:00,July,23,Saturday,21,No Damage,rain
QUEENS,11432.0,40.703342,-73.80021,Following Too Closely,Taxi,2018-07-17 12:12:00,July,12,Tuesday,17,No Damage,rain
MANHATTAN,10002.0,40.721462,-73.98853,Driver Inattention/Distraction,Taxi,2018-07-28 03:00:00,July,3,Saturday,28,No Damage,partly-cloudy
MANHATTAN,10023.0,40.774677,-73.98221,Turning Improperly,Taxi,2018-07-25 07:17:00,July,7,Wednesday,25,No Damage,rain
MANHATTAN,11109.0,40.74327,-73.961464,Following Too Closely,Taxi,2018-07-21 22:00:00,July,22,Saturday,21,No Damage,rain
MANHATTAN,10011.0,40.742283,-74.004425,Failure to Yield Right-of-Way,Taxi,2018-07-07 01:50:00,July,1,Saturday,7,No Damage,clear
MANHATTAN,10022.0,40.75639,-73.97209,Driver Inattention/Distraction,Taxi,2018-07-28 01:53:00,July,1,Saturday,28,No Damage,partly-cloudy
MANHATTAN,10038.0,40.707462,-74.00404,Unspecified,Taxi,2018-07-14 12:00:00,July,12,Saturday,14,No Damage,clear
QUEENS,11106.0,40.756893,-73.93044,Backing Unsafely,Taxi,2018-07-08 15:00:00,July,15,Sunday,8,No Damage,clear
BRONX,10457.0,40.847027,-73.89807,Unsafe Lane Changing,Taxi,2018-07-26 12:00:00,July,12,Thursday,26,No Damage,rain
BROOKLYN,11214.0,40.603886,-74.00618,Driver Inattention/Distraction,Taxi,2018-07-12 09:30:00,July,9,Thursday,12,No Damage,rain
BROOKLYN,11223.0,40.60905,-73.9709,Unsafe Lane Changing,Taxi,2018-07-16 16:27:00,July,16,Monday,16,No Damage,rain
MANHATTAN,10002.0,40.721397,-73.99131,Driver Inattention/Distraction,Taxi,2018-07-16 14:20:00,July,14,Monday,16,No Damage,rain
MANHATTAN,10001.0,40.75578,-74.00199,Failure to Yield Right-of-Way,Taxi,2018-07-18 00:08:00,July,0,Wednesday,18,Injured or Killed,partly-cloudy
QUEENS,11377.0,40.735325,-73.90835,Driver Inattention/Distraction,Taxi,2018-07-20 07:17:00,July,7,Friday,20,No Damage,clear
QUEENS,11416.0,40.686237,-73.839066,Following Too Closely,Taxi,2018-07-14 22:30:00,July,22,Saturday,14,No Damage,clear
MANHATTAN,10032.0,40.83528,-73.942,Passing Too Closely,Taxi,2018-07-17 16:25:00,July,16,Tuesday,17,No Damage,rain
QUEENS,11432.0,40.70705,-73.79693,Unspecified,Ambulance,2018-07-18 02:00:00,July,2,Wednesday,18,No Damage,partly-cloudy
BROOKLYN,11231.0,40.673325,-74.000244,Following Too Closely,Taxi,2018-07-16 12:48:00,July,12,Monday,16,No Damage,rain
MANHATTAN,10011.0,40.73767,-74.00178,Unspecified,Ambulance,2018-07-11 11:23:00,July,11,Wednesday,11,No Damage,partly-cloudy
MANHATTAN,10003.0,40.72567,-73.9898,Failure to Yield Right-of-Way,Taxi,2018-07-15 02:12:00,July,2,Sunday,15,No Damage,rain
MANHATTAN,10011.0,40.743225,-74.008644,Passing or Lane Usage Improper,Taxi,2018-07-06 09:22:00,July,9,Friday,6,No Damage,rain
BROOKLYN,11235.0,40.586205,-73.93417,Unspecified,Taxi,2018-07-20 14:20:00,July,14,Friday,20,No Damage,clear
MANHATTAN,10012.0,40.723022,-73.99882,Driver Inattention/Distraction,Taxi,2018-07-26 22:10:00,July,22,Thursday,26,No Damage,rain
MANHATTAN,10010.0,40.737885,-73.98091,Driver Inattention/Distraction,Taxi,2018-07-17 14:30:00,July,14,Tuesday,17,Injured or Killed,rain
MANHATTAN,10013.0,40.720837,-73.997665,Driver Inattention/Distraction,Taxi,2018-07-20 11:30:00,July,11,Friday,20,No Damage,clear
MANHATTAN,10018.0,40.75289,-73.98732,Unspecified,Taxi,2018-07-05 11:05:00,July,11,Thursday,5,No Damage,partly-cloudy
MANHATTAN,10027.0,40.813374,-73.956276,View Obstructed/Limited,Taxi,2018-07-12 16:21:00,July,16,Thursday,12,No Damage,rain
MANHATTAN,10075.0,40.77428,-73.957306,Following Too Closely,Taxi,2018-07-25 15:21:00,July,15,Wednesday,25,No Damage,rain
